Индекс(i)	Узел(xi)	Числ.реш(vi)	Точн.реш(ui)	Погрешность|vi-ui|	Невязка(ri)
170	0.1660156250	12.4805068970	12.4805068970	0.0000000000	0.0000000298
171	0.1669921875	12.5097751617	12.5097751617	0.0000000000	0.0000000000
172	0.1679687500	12.5392150879	12.5392150879	0.0000000000	0.0000000000
173	0.1689453125	12.5688266754	12.5688266754	0.0000000000	0.0000000298
174	0.1699218750	12.5986099243	12.5986099243	0.0000000000	0.0000000000
175	0.1708984375	12.6285648346	12.6285648346	0.0000000000	0.0000000000
176	0.1718750000	12.6586914063	12.6586914062	0.0000000000	0.0000000298
177	0.1728515625	12.6889896393	12.6889896393	0.0000000000	0.0000000298
178	0.1738281250	12.7194595337	12.7194595337	0.0000000000	0.0000000298
179	0.1748046875	12.7501010895	12.7501010895	0.0000000000	0.0000000596
180	0.1757812500	12.7809143066	12.7809143066	0.0000000000	0.0000000298
181	0.1767578125	12.8118991852	12.8118991852	0.0000000000	0.0000000000
182	0.1777343750	12.8430557251	12.8430557251	0.0000000000	0.0000000298
183	0.1787109375	12.8743839264	12.8743839264	0.0000000000	0.0000000298
184	0.1796875000	12.9058837891	12.9058837891	0.0000000000	0.0000000298
185	0.1806640625	12.9375553131	12.9375553131	0.0000000000	0.0000000000
186	0.1816406250	12.9693984985	12.9693984985	0.0000000000	0.0000000000
187	0.1826171875	13.0014133453	13.0014133453	0.0000000000	0.0000000298
188	0.1835937500	13.0335998535	13.0335998535	0.0000000000	0.0000000000
189	0.1845703125	13.0659580231	13.0659580231	0.0000000000	0.0000000000
190	0.1855468750	13.0984878540	13.0984878540	0.0000000000	0.0000000000
191	0.1865234375	13.1311893463	13.1311893463	0.0000000000	0.0000000298
192	0.1875000000	13.1640625000	13.1640625000	0.0000000000	0.0000000298
193	0.1884765625	13.1971073151	13.1971073151	0.0000000000	0.0000000596
194	0.1894531250	13.2303237915	13.2303237915	0.0000000000	0.0000000298
195	0.1904296875	13.2637119293	13.2637119293	0.0000000000	0.0000000000
196	0.1914062500	13.2972717285	13.2972717285	0.0000000000	0.0000000000
197	0.1923828125	13.3310031891	13.3310031891	0.0000000000	0.0000000298
198	0.1933593750	13.3649063110	13.3649063110	0.0000000000	0.0000000298
199	0.1943359375	13.3989810944	13.3989810944	0.0000000000	0.0000000000
200	0.1953125000	13.4332275391	13.4332275391	0.0000000000	0.0000000298
201	0.1962890625	13.4676456451	13.4676456451	0.0000000000	0.0000000596
202	0.1972656250	13.5022354126	13.5022354126	0.0000000000	0.0000000000
203	0.1982421875	13.5369968414	13.5369968414	0.0000000000	0.0000000000
204	0.1992187500	13.5719299316	13.5719299316	0.0000000000	0.0000000298
205	0.2001953125	13.6070346832	13.6070346832	0.0000000000	0.0000000000
206	0.2011718750	13.6423110962	13.6423110962	0.0000000000	0.0000000000
207	0.2021484375	13.6777591705	13.6777591705	0.0000000000	0.0000000596
208	0.2031250000	13.7133789063	13.7133789062	0.0000000000	0.0000000298
209	0.2041015625	13.7491703033	13.7491703033	0.0000000000	0.0000000298
210	0.2050781250	13.7851333618	13.7851333618	0.0000000000	0.0000000298
211	0.2060546875	13.8212680817	13.8212680817	0.0000000000	0.0000000298
212	0.2070312500	13.8575744629	13.8575744629	0.0000000000	0.0000000298
213	0.2080078125	13.8940525055	13.8940525055	0.0000000000	0.0000000298
214	0.2089843750	13.9307022095	13.9307022095	0.0000000000	0.0000000000
215	0.2099609375	13.9675235748	13.9675235748	0.0000000000	0.0000000000
216	0.2109375000	14.0045166016	14.0045166016	0.0000000000	0.0000000298
217	0.2119140625	14.0416812897	14.0416812897	0.0000000000	0.0000000000
218	0.2128906250	14.0790176392	14.0790176392	0.0000000000	0.0000000000
219	0.2138671875	14.1165256500	14.1165256500	0.0000000000	0.0000000298
220	0.2148437500	14.1542053223	14.1542053223	0.0000000000	0.0000000298
221	0.2158203125	14.1920566559	14.1920566559	0.0000000000	0.0000000000
222	0.2167968750	14.2300796509	14.2300796509	0.0000000000	0.0000000298
223	0.2177734375	14.2682743073	14.2682743073	0.0000000000	0.0000000596
224	0.2187500000	14.3066406250	14.3066406250	0.0000000000	0.0000000596
225	0.2197265625	14.3451786041	14.3451786041	0.0000000000	0.0000000596
226	0.2207031250	14.3838882446	14.3838882446	0.0000000000	0.0000000596
227	0.2216796875	14.4227695465	14.4227695465	0.0000000000	0.0000000298
228	0.2226562500	14.4618225098	14.4618225098	0.0000000000	0.0000000000
229	0.2236328125	14.5010471344	14.5010471344	0.0000000000	0.0000000000
230	0.2246093750	14.5404434204	14.5404434204	0.0000000000	0.0000000298
231	0.2255859375	14.5800113678	14.5800113678	0.0000000000	0.0000000000
232	0.2265625000	14.6197509766	14.6197509766	0.0000000000	0.0000000298
233	0.2275390625	14.6596622467	14.6596622467	0.0000000000	0.0000000298
234	0.2285156250	14.6997451782	14.6997451782	0.0000000000	0.0000000000
235	0.2294921875	14.7399997711	14.7399997711	0.0000000000	0.0000000000
236	0.2304687500	14.7804260254	14.7804260254	0.0000000000	0.0000000596
237	0.2314453125	14.8210239410	14.8210239410	0.0000000000	0.0000000298
238	0.2324218750	14.8617935181	14.8617935181	0.0000000000	0.0000000298
239	0.2333984375	14.9027347565	14.9027347565	0.0000000000	0.0000000298
240	0.2343750000	14.9438476563	14.9438476562	0.0000000000	0.0000000298
241	0.2353515625	14.9851322174	14.9851322174	0.0000000000	0.0000000596
242	0.2363281250	15.0265884399	15.0265884399	0.0000000000	0.0000000000
243	0.2373046875	15.0682163239	15.0682163239	0.0000000000	0.0000000000
244	0.2382812500	15.1100158691	15.1100158691	0.0000000000	0.0000000000
245	0.2392578125	15.1519870758	15.1519870758	0.0000000000	0.0000000298
246	0.2402343750	15.1941299439	15.1941299438	0.0000000000	0.0000000596
247	0.2412109375	15.2364444733	15.2364444733	0.0000000000	0.0000000298
248	0.2421875000	15.2789306641	15.2789306641	0.0000000000	0.0000000000
249	0.2431640625	15.3215885162	15.3215885162	0.0000000000	0.0000000000
250	0.2441406250	15.3644180298	15.3644180298	0.0000000000	0.0000000000
251	0.2451171875	15.4074192047	15.4074192047	0.0000000000	0.0000000000
252	0.2460937500	15.4505920410	15.4505920410	0.0000000000	0.0000000000
253	0.2470703125	15.4939365387	15.4939365387	0.0000000000	0.0000000298
254	0.2480468750	15.5374526978	15.5374526978	0.0000000000	0.0000000000
255	0.2490234375	15.5811405182	15.5811405182	0.0000000000	0.0000000298
256	0.2500000000	15.6250000000	15.6250000000	0.0000000000	0.0000000000
257	0.2509765625	15.6690311432	15.6690311432	0.0000000000	0.0000000000
258	0.2519531250	15.7132339478	15.7132339478	0.0000000000	0.0000000298
259	0.2529296875	15.7576084137	15.7576084137	0.0000000000	0.0000000596
260	0.2539062500	15.8021545410	15.8021545410	0.0000000000	0.0000000298
261	0.2548828125	15.8468723297	15.8468723297	0.0000000000	0.0000000298
262	0.2558593750	15.8917617798	15.8917617798	0.0000000000	0.0000000000
263	0.2568359375	15.9368228912	15.9368228912	0.0000000000	0.0000000298
264	0.2578125000	15.9820556641	15.9820556641	0.0000000000	0.0000000298
265	0.2587890625	16.0274600983	16.0274600983	0.0000000000	0.0000000000
266	0.2597656250	16.0730361939	16.0730361938	0.0000000000	0.0000000000
267	0.2607421875	16.1187839508	16.1187839508	0.0000000000	0.0000000596
268	0.2617187500	16.1647033691	16.1647033691	0.0000000000	0.0000000298
269	0.2626953125	16.2107944489	16.2107944489	0.0000000000	0.0000000000
270	0.2636718750	16.2570571899	16.2570571899	0.0000000000	0.0000000000
271	0.2646484375	16.3034915924	16.3034915924	0.0000000000	0.0000000000
272	0.2656250000	16.3500976563	16.3500976562	0.0000000000	0.0000000596
273	0.2666015625	16.3968753815	16.3968753815	0.0000000000	0.0000000000
274	0.2675781250	16.4438247681	16.4438247681	0.0000000000	0.0000000596
275	0.2685546875	16.4909458160	16.4909458160	0.0000000000	0.0000000000
276	0.2695312500	16.5382385254	16.5382385254	0.0000000000	0.0000000000
277	0.2705078125	16.5857028961	16.5857028961	0.0000000000	0.0000000298
278	0.2714843750	16.6333389282	16.6333389282	0.0000000000	0.0000000000
279	0.2724609375	16.6811466217	16.6811466217	0.0000000000	0.0000000000
280	0.2734375000	16.7291259766	16.7291259766	0.0000000000	0.0000000000
281	0.2744140625	16.7772769928	16.7772769928	0.0000000000	0.0000000298
282	0.2753906250	16.8255996704	16.8255996704	0.0000000000	0.0000000596
283	0.2763671875	16.8740940094	16.8740940094	0.0000000000	0.0000000596
284	0.2773437500	16.9227600098	16.9227600098	0.0000000000	0.0000000298
285	0.2783203125	16.9715976715	16.9715976715	0.0000000000	0.0000000000
286	0.2792968750	17.0206069946	17.0206069946	0.0000000000	0.0000000894
287	0.2802734375	17.0697879791	17.0697879791	0.0000000000	0.0000000000
288	0.2812500000	17.1191406250	17.1191406250	0.0000000000	0.0000000596
289	0.2822265625	17.1686649323	17.1686649323	0.0000000000	0.0000000000
290	0.2832031250	17.2183609009	17.2183609009	0.0000000000	0.0000000596
291	0.2841796875	17.2682285309	17.2682285309	0.0000000000	0.0000000000
292	0.2851562500	17.3182678223	17.3182678223	0.0000000000	0.0000000596
293	0.2861328125	17.3684787750	17.3684787750	0.0000000000	0.0000000000
294	0.2871093750	17.4188613892	17.4188613892	0.0000000000	0.0000000894
295	0.2880859375	17.4694156647	17.4694156647	0.0000000000	0.0000000596
296	0.2890625000	17.5201416016	17.5201416016	0.0000000000	0.0000000298
297	0.2900390625	17.5710391998	17.5710391998	0.0000000000	0.0000000298
298	0.2910156250	17.6221084595	17.6221084595	0.0000000000	0.0000000000
299	0.2919921875	17.6733493805	17.6733493805	0.0000000000	0.0000000298
300	0.2929687500	17.7247619629	17.7247619629	0.0000000000	0.0000000298
301	0.2939453125	17.7763462067	17.7763462067	0.0000000000	0.0000000000
302	0.2949218750	17.8281021118	17.8281021118	0.0000000000	0.0000000298
303	0.2958984375	17.8800296783	17.8800296783	0.0000000000	0.0000000000
304	0.2968750000	17.9321289063	17.9321289062	0.0000000000	0.0000000000
305	0.2978515625	17.9843997955	17.9843997955	0.0000000000	0.0000000894
306	0.2988281250	18.0368423462	18.0368423462	0.0000000000	0.0000000298
307	0.2998046875	18.0894565582	18.0894565582	0.0000000000	0.0000000298
308	0.3007812500	18.1422424316	18.1422424316	0.0000000000	0.0000000298
309	0.3017578125	18.1951999664	18.1951999664	0.0000000000	0.0000000000
310	0.3027343750	18.2483291626	18.2483291626	0.0000000000	0.0000000298
311	0.3037109375	18.3016300201	18.3016300201	0.0000000000	0.0000000000
312	0.3046875000	18.3551025391	18.3551025391	0.0000000000	0.0000000298
313	0.3056640625	18.4087467194	18.4087467194	0.0000000000	0.0000000596
314	0.3066406250	18.4625625610	18.4625625610	0.0000000000	0.0000000000
315	0.3076171875	18.5165500641	18.5165500641	0.0000000000	0.0000000596
316	0.3085937500	18.5707092285	18.5707092285	0.0000000000	0.0000000000
317	0.3095703125	18.6250400543	18.6250400543	0.0000000000	0.0000000000
318	0.3105468750	18.6795425415	18.6795425415	0.0000000000	0.0000000000
319	0.3115234375	18.7342166901	18.7342166901	0.0000000000	0.0000000298
320	0.3125000000	18.7890625000	18.7890625000	0.0000000000	0.0000000000
321	0.3134765625	18.8440799713	18.8440799713	0.0000000000	0.0000000298
322	0.3144531250	18.8992691040	18.8992691040	0.0000000000	0.0000000000
323	0.3154296875	18.9546298981	18.9546298981	0.0000000000	0.0000000298
324	0.3164062500	19.0101623535	19.0101623535	0.0000000000	0.0000000596
325	0.3173828125	19.0658664703	19.0658664703	0.0000000000	0.0000000298
326	0.3183593750	19.1217422485	19.1217422485	0.0000000000	0.0000000000
327	0.3193359375	19.1777896881	19.1777896881	0.0000000000	0.0000000894
328	0.3203125000	19.2340087891	19.2340087891	0.0000000000	0.0000000298
329	0.3212890625	19.2903995514	19.2903995514	0.0000000000	0.0000000000
330	0.3222656250	19.3469619751	19.3469619751	0.0000000000	0.0000000000
331	0.3232421875	19.4036960602	19.4036960602	0.0000000000	0.0000000000
332	0.3242187500	19.4606018066	19.4606018066	0.0000000000	0.0000000000
333	0.3251953125	19.5176792145	19.5176792145	0.0000000000	0.0000000000
334	0.3261718750	19.5749282837	19.5749282837	0.0000000000	0.0000000000
335	0.3271484375	19.6323490143	19.6323490143	0.0000000000	0.0000000000
336	0.3281250000	19.6899414063	19.6899414062	0.0000000000	0.0000000000
337	0.3291015625	19.7477054596	19.7477054596	0.0000000000	0.0000000298
338	0.3300781250	19.8056411743	19.8056411743	0.0000000000	0.0000000894
339	0.3310546875	19.8637485504	19.8637485504	0.0000000000	0.0000000000
340	0.3320312500	19.9220275879	19.9220275879	0.0000000000	0.0000000000
341	0.3330078125	19.9804782867	19.9804782867	0.0000000000	0.0000000298
342	0.3339843750	20.0391006470	20.0391006470	0.0000000000	0.0000000298
343	0.3349609375	20.0978946686	20.0978946686	0.0000000000	0.0000000298
344	0.3359375000	20.1568603516	20.1568603516	0.0000000000	0.0000000298
345	0.3369140625	20.2159976959	20.2159976959	0.0000000000	0.0000000000
346	0.3378906250	20.2753067017	20.2753067017	0.0000000000	0.0000000298
347	0.3388671875	20.3347873688	20.3347873688	0.0000000000	0.0000000298
348	0.3398437500	20.3944396973	20.3944396973	0.0000000000	0.0000000298
349	0.3408203125	20.4542636871	20.4542636871	0.0000000000	0.0000000298
350	0.3417968750	20.5142593384	20.5142593384	0.0000000000	0.0000000000
351	0.3427734375	20.5744266510	20.5744266510	0.0000000000	0.0000000298
352	0.3437500000	20.6347656250	20.6347656250	0.0000000000	0.0000000000
353	0.3447265625	20.6952762604	20.6952762604	0.0000000000	0.0000000298
354	0.3457031250	20.7559585571	20.7559585571	0.0000000000	0.0000000000
355	0.3466796875	20.8168125153	20.8168125153	0.0000000000	0.0000000298
356	0.3476562500	20.8778381348	20.8778381348	0.0000000000	0.0000000596
357	0.3486328125	20.9390354157	20.9390354156	0.0000000000	0.0000000298
358	0.3496093750	21.0004043579	21.0004043579	0.0000000000	0.0000000000
359	0.3505859375	21.0619449616	21.0619449615	0.0000000000	0.0000000000
360	0.3515625000	21.1236572266	21.1236572266	0.0000000000	0.0000000596
361	0.3525390625	21.1855411530	21.1855411530	0.0000000000	0.0000000000
362	0.3535156250	21.2475967407	21.2475967407	0.0000000000	0.0000000596
363	0.3544921875	21.3098239899	21.3098239899	0.0000000000	0.0000000000
364	0.3554687500	21.3722229004	21.3722229004	0.0000000000	0.0000000596
365	0.3564453125	21.4347934723	21.4347934723	0.0000000000	0.0000001192
366	0.3574218750	21.4975357056	21.4975357056	0.0000000000	0.0000001192
367	0.3583984375	21.5604496002	21.5604496002	0.0000000000	0.0000001192
368	0.3593750000	21.6235351563	21.6235351562	0.0000000000	0.0000001192
369	0.3603515625	21.6867923737	21.6867923737	0.0000000000	0.0000001192
370	0.3613281250	21.7502212524	21.7502212524	0.0000000000	0.0000001192
371	0.3623046875	21.8138217926	21.8138217926	0.0000000000	0.0000001192
372	0.3632812500	21.8775939941	21.8775939941	0.0000000000	0.0000000596
373	0.3642578125	21.9415378571	21.9415378571	0.0000000000	0.0000000000
374	0.3652343750	22.0056533814	22.0056533813	0.0000000000	0.0000000000
375	0.3662109375	22.0699405670	22.0699405670	0.0000000000	0.0000000000
376	0.3671875000	22.1343994141	22.1343994141	0.0000000000	0.0000000596
377	0.3681640625	22.1990299225	22.1990299225	0.0000000000	0.0000001192
378	0.3691406250	22.2638320923	22.2638320923	0.0000000000	0.0000000596
379	0.3701171875	22.3288059235	22.3288059235	0.0000000000	0.0000000596
380	0.3710937500	22.3939514160	22.3939514160	0.0000000000	0.0000000596
381	0.3720703125	22.4592685700	22.4592685699	0.0000000000	0.0000000596
382	0.3730468750	22.5247573853	22.5247573853	0.0000000000	0.0000001192
383	0.3740234375	22.5904178619	22.5904178619	0.0000000000	0.0000000596
384	0.3750000000	22.6562500000	22.6562500000	0.0000000000	0.0000000000
385	0.3759765625	22.7222537994	22.7222537994	0.0000000000	0.0000000000
386	0.3769531250	22.7884292603	22.7884292603	0.0000000000	0.0000000000
387	0.3779296875	22.8547763825	22.8547763824	0.0000000000	0.0000000596
388	0.3789062500	22.9212951660	22.9212951660	0.0000000000	0.0000000000
389	0.3798828125	22.9879856110	22.9879856110	0.0000000000	0.0000000000
390	0.3808593750	23.0548477173	23.0548477173	0.0000000000	0.0000000000
391	0.3818359375	23.1218814850	23.1218814850	0.0000000000	0.0000000000
392	0.3828125000	23.1890869141	23.1890869141	0.0000000000	0.0000000000
393	0.3837890625	23.2564640045	23.2564640045	0.0000000000	0.0000000000
394	0.3847656250	23.3240127564	23.3240127563	0.0000000000	0.0000001192
395	0.3857421875	23.3917331696	23.3917331696	0.0000000000	0.0000001192
396	0.3867187500	23.4596252441	23.4596252441	0.0000000000	0.0000000596
397	0.3876953125	23.5276889801	23.5276889801	0.0000000000	0.0000000000
398	0.3886718750	23.5959243774	23.5959243774	0.0000000000	0.0000000596
399	0.3896484375	23.6643314362	23.6643314362	0.0000000000	0.0000000000
400	0.3906250000	23.7329101563	23.7329101562	0.0000000000	0.0000000596
401	0.3916015625	23.8016605377	23.8016605377	0.0000000000	0.0000000596
402	0.3925781250	23.8705825806	23.8705825806	0.0000000000	0.0000000000
403	0.3935546875	23.9396762848	23.9396762848	0.0000000000	0.0000000000
404	0.3945312500	24.0089416504	24.0089416504	0.0000000000	0.0000000000
405	0.3955078125	24.0783786774	24.0783786774	0.0000000000	0.0000000000
406	0.3964843750	24.1479873657	24.1479873657	0.0000000000	0.0000000596
407	0.3974609375	24.2177677155	24.2177677155	0.0000000000	0.0000000596
408	0.3984375000	24.2877197266	24.2877197266	0.0000000000	0.0000000596
409	0.3994140625	24.3578433991	24.3578433990	0.0000000000	0.0000000596
410	0.4003906250	24.4281387329	24.4281387329	0.0000000000	0.0000000000
411	0.4013671875	24.4986057282	24.4986057281	0.0000000000	0.0000000596
412	0.4023437500	24.5692443848	24.5692443848	0.0000000000	0.0000000596
413	0.4033203125	24.6400547028	24.6400547028	0.0000000000	0.0000000596
414	0.4042968750	24.7110366821	24.7110366821	0.0000000000	0.0000000000
415	0.4052734375	24.7821903229	24.7821903229	0.0000000000	0.0000000000
416	0.4062500000	24.8535156250	24.8535156250	0.0000000000	0.0000000000
417	0.4072265625	24.9250125885	24.9250125885	0.0000000000	0.0000000000
418	0.4082031250	24.9966812134	24.9966812134	0.0000000000	0.0000000000
419	0.4091796875	25.0685214996	25.0685214996	0.0000000000	0.0000001192
420	0.4101562500	25.1405334473	25.1405334473	0.0000000000	0.0000000000
421	0.4111328125	25.2127170563	25.2127170563	0.0000000000	0.0000000596
422	0.4121093750	25.2850723267	25.2850723267	0.0000000000	0.0000000000
423	0.4130859375	25.3575992584	25.3575992584	0.0000000000	0.0000000596
424	0.4140625000	25.4302978516	25.4302978516	0.0000000000	0.0000000000
425	0.4150390625	25.5031681061	25.5031681061	0.0000000000	0.0000000596
426	0.4160156250	25.5762100220	25.5762100220	0.0000000000	0.0000000000
427	0.4169921875	25.6494235992	25.6494235992	0.0000000000	0.0000000596
428	0.4179687500	25.7228088379	25.7228088379	0.0000000000	0.0000000000
429	0.4189453125	25.7963657379	25.7963657379	0.0000000000	0.0000000596
430	0.4199218750	25.8700942993	25.8700942993	0.0000000000	0.0000000000
431	0.4208984375	25.9439945221	25.9439945221	0.0000000000	0.0000001192
432	0.4218750000	26.0180664063	26.0180664062	0.0000000000	0.0000000596
433	0.4228515625	26.0923099518	26.0923099518	0.0000000000	0.0000001192
434	0.4238281250	26.1667251587	26.1667251587	0.0000000000	0.0000000596
435	0.4248046875	26.2413120270	26.2413120270	0.0000000000	0.0000000596
436	0.4257812500	26.3160705566	26.3160705566	0.0000000000	0.0000000596
437	0.4267578125	26.3910007477	26.3910007477	0.0000000000	0.0000000596
438	0.4277343750	26.4661026001	26.4661026001	0.0000000000	0.0000000596
439	0.4287109375	26.5413761139	26.5413761139	0.0000000000	0.0000000596
440	0.4296875000	26.6168212891	26.6168212891	0.0000000000	0.0000000596
441	0.4306640625	26.6924381256	26.6924381256	0.0000000000	0.0000000596
442	0.4316406250	26.7682266235	26.7682266235	0.0000000000	0.0000000596
443	0.4326171875	26.8441867828	26.8441867828	0.0000000000	0.0000000596
444	0.4335937500	26.9203186035	26.9203186035	0.0000000000	0.0000000596
445	0.4345703125	26.9966220856	26.9966220856	0.0000000000	0.0000000596
446	0.4355468750	27.0730972290	27.0730972290	0.0000000000	0.0000001788
447	0.4365234375	27.1497440338	27.1497440338	0.0000000000	0.0000000596
448	0.4375000000	27.2265625000	27.2265625000	0.0000000000	0.0000000596
449	0.4384765625	27.3035526276	27.3035526276	0.0000000000	0.0000000000
450	0.4394531250	27.3807144165	27.3807144165	0.0000000000	0.0000000000
451	0.4404296875	27.4580478668	27.4580478668	0.0000000000	0.0000000596
452	0.4414062500	27.5355529785	27.5355529785	0.0000000000	0.0000000596
453	0.4423828125	27.6132297516	27.6132297516	0.0000000000	0.0000000000
454	0.4433593750	27.6910781860	27.6910781860	0.0000000000	0.0000000000
455	0.4443359375	27.7690982819	27.7690982819	0.0000000000	0.0000000596
456	0.4453125000	27.8472900391	27.8472900391	0.0000000000	0.0000000596
457	0.4462890625	27.9256534576	27.9256534576	0.0000000000	0.0000000000
458	0.4472656250	28.0041885376	28.0041885376	0.0000000000	0.0000000000
459	0.4482421875	28.0828952789	28.0828952789	0.0000000000	0.0000000596
460	0.4492187500	28.1617736816	28.1617736816	0.0000000000	0.0000000596
461	0.4501953125	28.2408237457	28.2408237457	0.0000000000	0.0000000000
462	0.4511718750	28.3200454712	28.3200454712	0.0000000000	0.0000001192
463	0.4521484375	28.3994388580	28.3994388580	0.0000000000	0.0000000000
464	0.4531250000	28.4790039063	28.4790039062	0.0000000000	0.0000000596
465	0.4541015625	28.5587406159	28.5587406158	0.0000000000	0.0000000000
466	0.4550781250	28.6386489868	28.6386489868	0.0000000000	0.0000000596
467	0.4560546875	28.7187290192	28.7187290192	0.0000000000	0.0000001192
468	0.4570312500	28.7989807129	28.7989807129	0.0000000000	0.0000000596
469	0.4580078125	28.8794040680	28.8794040680	0.0000000000	0.0000000000
470	0.4589843750	28.9599990845	28.9599990845	0.0000000000	0.0000000596
471	0.4599609375	29.0407657623	29.0407657623	0.0000000000	0.0000000000
472	0.4609375000	29.1217041016	29.1217041016	0.0000000000	0.0000000000
473	0.4619140625	29.2028141022	29.2028141022	0.0000000000	0.0000000596
474	0.4628906250	29.2840957642	29.2840957642	0.0000000000	0.0000000000
475	0.4638671875	29.3655490875	29.3655490875	0.0000000000	0.0000000000
476	0.4648437500	29.4471740723	29.4471740723	0.0000000000	0.0000000596
477	0.4658203125	29.5289707184	29.5289707184	0.0000000000	0.0000000596
478	0.4667968750	29.6109390259	29.6109390259	0.0000000000	0.0000000596
479	0.4677734375	29.6930789948	29.6930789948	0.0000000000	0.0000000000
480	0.4687500000	29.7753906250	29.7753906250	0.0000000000	0.0000000596
481	0.4697265625	29.8578739166	29.8578739166	0.0000000000	0.0000000000
482	0.4707031250	29.9405288696	29.9405288696	0.0000000000	0.0000000596
483	0.4716796875	30.0233554840	30.0233554840	0.0000000000	0.0000001192
484	0.4726562500	30.1063537598	30.1063537598	0.0000000000	0.0000000000
485	0.4736328125	30.1895236969	30.1895236969	0.0000000000	0.0000001192
486	0.4746093750	30.2728652954	30.2728652954	0.0000000000	0.0000000596
487	0.4755859375	30.3563785553	30.3563785553	0.0000000000	0.0000001192
488	0.4765625000	30.4400634766	30.4400634766	0.0000000000	0.0000001192
489	0.4775390625	30.5239200592	30.5239200592	0.0000000000	0.0000000000
490	0.4785156250	30.6079483032	30.6079483032	0.0000000000	0.0000001192
491	0.4794921875	30.6921482086	30.6921482086	0.0000000000	0.0000001192
492	0.4804687500	30.7765197754	30.7765197754	0.0000000000	0.0000000596
493	0.4814453125	30.8610630035	30.8610630035	0.0000000000	0.0000000596
494	0.4824218750	30.9457778931	30.9457778931	0.0000000000	0.0000000000
495	0.4833984375	31.0306644440	31.0306644440	0.0000000000	0.0000000000
496	0.4843750000	31.1157226563	31.1157226562	0.0000000000	0.0000000596
497	0.4853515625	31.2009525299	31.2009525299	0.0000000000	0.0000000596
498	0.4863281250	31.2863540649	31.2863540649	0.0000000000	0.0000000000
499	0.4873046875	31.3719272614	31.3719272614	0.0000000000	0.0000000000
500	0.4882812500	31.4576721191	31.4576721191	0.0000000000	0.0000000596
501	0.4892578125	31.5435886383	31.5435886383	0.0000000000	0.0000000000
502	0.4902343750	31.6296768189	31.6296768188	0.0000000000	0.0000000596
503	0.4912109375	31.7159366608	31.7159366608	0.0000000000	0.0000001192
504	0.4921875000	31.8023681641	31.8023681641	0.0000000000	0.0000000596
505	0.4931640625	31.8889713287	31.8889713287	0.0000000000	0.0000000000
506	0.4941406250	31.9757461548	31.9757461548	0.0000000000	0.0000000596
507	0.4951171875	32.0626926422	32.0626926422	0.0000000000	0.0000000000
508	0.4960937500	32.1498107910	32.1498107910	0.0000000000	0.0000000000
509	0.4970703125	32.2371006012	32.2371006012	0.0000000000	0.0000000000
510	0.4980468750	32.3245620728	32.3245620728	0.0000000000	0.0000000596
511	0.4990234375	32.4121952057	32.4121952057	0.0000000000	0.0000000596
512	0.5000000000	32.5000000000	32.5000000000	0.0000000000	0.0000001192
513	0.5009765625	32.5879764557	32.5879764557	0.0000000000	0.0000000000
514	0.5019531250	32.6761245728	32.6761245728	0.0000000000	0.0000000000
515	0.5029296875	32.7644443512	32.7644443512	0.0000000000	0.0000000596
516	0.5039062500	32.8529357910	32.8529357910	0.0000000000	0.0000001192
517	0.5048828125	32.9415988922	32.9415988922	0.0000000000	0.0000001192
518	0.5058593750	33.0304336548	33.0304336548	0.0000000000	0.0000000000
519	0.5068359375	33.1194400787	33.1194400787	0.0000000000	0.0000000000
520	0.5078125000	33.2086181641	33.2086181641	0.0000000000	0.0000000000
521	0.5087890625	33.2979679108	33.2979679108	0.0000000000	0.0000001192
522	0.5097656250	33.3874893189	33.3874893188	0.0000000000	0.0000001192
523	0.5107421875	33.4771823883	33.4771823883	0.0000000000	0.0000001192
524	0.5117187500	33.5670471191	33.5670471191	0.0000000000	0.0000000000
525	0.5126953125	33.6570835114	33.6570835114	0.0000000000	0.0000001192
526	0.5136718750	33.7472915649	33.7472915649	0.0000000000	0.0000001192
527	0.5146484375	33.8376712799	33.8376712799	0.0000000000	0.0000000000
528	0.5156250000	33.9282226563	33.9282226562	0.0000000000	0.0000001192
529	0.5166015625	34.0189456940	34.0189456940	0.0000000000	0.0000000000
530	0.5175781250	34.1098403931	34.1098403931	0.0000000000	0.0000000000
531	0.5185546875	34.2009067535	34.2009067535	0.0000000000	0.0000000000
532	0.5195312500	34.2921447754	34.2921447754	0.0000000000	0.0000000000
533	0.5205078125	34.3835544586	34.3835544586	0.0000000000	0.0000001788
534	0.5214843750	34.4751358032	34.4751358032	0.0000000000	0.0000000000
535	0.5224609375	34.5668888092	34.5668888092	0.0000000000	0.0000000596
536	0.5234375000	34.6588134766	34.6588134766	0.0000000000	0.0000000000
537	0.5244140625	34.7509098053	34.7509098053	0.0000000000	0.0000000596
538	0.5253906250	34.8431777954	34.8431777954	0.0000000000	0.0000000000
539	0.5263671875	34.9356174469	34.9356174469	0.0000000000	0.0000001788
540	0.5273437500	35.0282287598	35.0282287598	0.0000000000	0.0000000596
541	0.5283203125	35.1210117340	35.1210117340	0.0000000000	0.0000000000
542	0.5292968750	35.2139663696	35.2139663696	0.0000000000	0.0000000596
543	0.5302734375	35.3070926666	35.3070926666	0.0000000000	0.0000000596
544	0.5312500000	35.4003906250	35.4003906250	0.0000000000	0.0000000000
545	0.5322265625	35.4938602448	35.4938602448	0.0000000000	0.0000000596
